,Date_Time,BO,BH,BL,BC
0,2005-05-02,1.285467916666667,1.28613625,1.2849408333333332,1.2854762500000003
1,2005-05-03,1.28633375,1.2873074999999998,1.2855675000000002,1.2864266666666666
2,2005-05-04,1.29437375,1.2953475,1.2935166666666664,1.2946475
3,2005-05-05,1.2951179166666666,1.2959766666666666,1.29443875,1.29513875
4,2005-05-06,1.289243333333333,1.2897633333333334,1.2881566666666664,1.288693333333333
5,2005-05-09,1.28231375,1.2832316666666668,1.2816537499999998,1.2824345833333333
6,2005-05-10,1.285847083333333,1.286568333333333,1.285078333333333,1.2859741666666664
7,2005-05-11,1.28459875,1.2854654166666666,1.283297916666667,1.2842925
8,2005-05-12,1.27446375,1.2750729166666668,1.2731908333333335,1.2739595833333335
9,2005-05-13,1.2646691666666667,1.2653225000000001,1.2635995833333336,1.2643316666666669
10,2005-05-16,1.26159625,1.2625620833333333,1.2608849999999998,1.261677916666667
11,2005-05-17,1.26263625,1.2634841666666665,1.26177625,1.2624979166666666
12,2005-05-18,1.26347625,1.2645375,1.2627095833333335,1.2638058333333333
13,2005-05-19,1.2650904166666668,1.2657037500000001,1.2641841666666667,1.2649112500000002
14,2005-05-20,1.2598037500000003,1.2604066666666665,1.2588570833333335,1.259470416666667
15,2005-05-23,1.2562795833333331,1.2570829166666664,1.2556995833333333,1.2563558333333333
16,2005-05-24,1.2581879166666667,1.2589470833333336,1.2573541666666668,1.2581437500000001
17,2005-05-25,1.2587120833333334,1.2596295833333333,1.2580649999999995,1.2588812500000002
18,2005-05-26,1.2546108333333332,1.2551937499999999,1.2534383333333334,1.2542220833333333
19,2005-05-27,1.253737916666667,1.2545833333333334,1.25320875,1.253994166666667
20,2005-05-30,1.2500054166666665,1.2504191666666669,1.24927375,1.2498720833333332
21,2005-05-31,1.2357879166666665,1.2366533333333332,1.2342458333333335,1.2350650000000003
22,2005-06-01,1.2263945833333332,1.2273291666666666,1.2249804166666667,1.2259799999999996
23,2005-06-02,1.2250850000000002,1.2264545833333333,1.2241220833333335,1.2253808333333334
24,2005-06-03,1.2261595833333334,1.2271633333333332,1.2248408333333334,1.2259720833333334
25,2005-06-06,1.2263954166666668,1.2272441666666667,1.2255987499999998,1.2265758333333334
26,2005-06-07,1.2276279166666666,1.2285104166666667,1.22687875,1.2277
27,2005-06-08,1.2292433333333332,1.2301987499999998,1.2281016666666666,1.2290495833333333
28,2005-06-09,1.2229025000000002,1.2238683333333333,1.2221025,1.2228512500000004
29,2005-06-10,1.2182958333333331,1.2189041666666667,1.2171229166666668,1.21783625
